id,status_group
2868,functional
26716,non functional
13707,non functional
48742,non functional
10004,functional
43570,functional
64844,functional
30482,non functional
54847,functional
22657,functional
8249,non functional
9243,functional
35067,functional
1857,functional
35742,functional
5800,functional
60514,functional
40830,functional
27127,functional needs repair
71753,functional
51047,functional
53739,functional
23929,functional
53104,functional
58724,functional
65168,functional
35803,non functional
42604,functional
41814,functional
29197,functional
62221,functional
45377,non functional
26715,non functional
61468,functional needs repair
25038,non functional
58810,non functional
10713,non functional
22734,functional
16087,functional
18149,non functional
36657,functional
4068,functional
63610,functional
39301,non functional
59813,functional
36574,functional
4406,non functional
65365,functional needs repair
44055,functional
70621,functional
2247,functional
6935,non functional
4418,functional
60547,non functional
135,functional needs repair
24055,functional
1312,non functional
10331,functional
26177,non functional
33162,functional
7062,functional
22851,functional needs repair
28423,functional
41251,non functional
20422,functional
34257,non functional
16064,functional
40453,non functional
54622,functional
16920,non functional
33310,non functional
22136,functional
63341,functional
19356,non functional
71628,functional
64094,functional
11925,functional
59084,functional
37215,functional
35362,functional
65020,functional
3718,functional needs repair
44761,functional
1471,non functional
23132,functional
40859,non functional
62566,functional
22401,functional
28889,functional
35117,functional
61481,functional
27111,functional
19631,non functional
1482,functional
7428,functional
3388,functional
39395,functional
28660,functional
47388,functional
50865,functional
39358,functional
11569,functional
12754,functional
36511,functional
51901,functional
43635,functional
49977,non functional
26436,non functional
39764,functional
59511,functional
67376,functional
18372,non functional
60995,non functional
4370,non functional
32477,functional
61244,functional
14604,non functional
16439,functional
57621,functional
14019,non functional
24041,functional
1934,non functional
9465,functional
54058,functional
29854,functional
55860,functional
2174,functional
42337,functional
69450,functional
35051,functional
71593,functional
8482,functional
20941,functional
64392,functional
51397,non functional
41591,functional
23332,non functional
32115,functional
41692,functional
25771,functional
32552,functional
3331,functional
54540,non functional
503,non functional
71143,functional
7807,functional
57653,non functional
51315,functional
24220,non functional
67953,functional
54094,functional
45292,functional needs repair
31549,non functional
37511,functional
68378,non functional
15031,functional
58739,functional
8089,functional
21828,functional
7638,functional
56568,non functional
29502,functional
14198,functional
63751,functional
5928,non functional
42267,functional
69493,functional
64556,functional
22629,functional
49173,non functional
2358,functional
32709,functional
28752,functional
7917,functional
29189,functional
2159,functional needs repair
43104,non functional
43457,non functional
36883,non functional
24201,non functional
40839,functional
27603,non functional
58623,non functional
3144,functional
42970,non functional
30336,functional
56071,functional
53451,functional
35703,functional
39991,non functional
30947,functional
22468,functional
62861,functional
53501,functional
56510,non functional
4508,functional
57787,functional
49951,functional
3872,functional
56684,functional
67903,non functional
56467,non functional
38739,functional
18343,functional
13767,non functional
62621,non functional
73869,non functional
70262,non functional
71693,functional
20174,functional
15549,functional needs repair
62113,non functional
29511,functional
9501,functional
66604,non functional
39581,functional needs repair
36831,non functional
21060,functional
9519,functional
64673,non functional
32122,non functional
56799,functional
10080,functional
13909,non functional
22956,functional
43508,functional
43680,functional
9719,functional
45095,functional
62238,functional
10929,non functional
72578,functional
3060,non functional
46841,functional
12034,functional
16234,functional
9795,functional
3641,functional
20787,non functional
63937,non functional
36040,functional
67076,functional
65787,functional
50760,non functional
31362,functional
63329,functional
60993,non functional
48268,non functional
13857,functional
62212,non functional
10234,non functional
49460,non functional
67804,functional
60775,functional
3648,functional
40853,functional
36292,non functional
67873,functional
33543,functional
64414,non functional
64541,functional
70060,functional
63551,functional
30021,functional
11373,functional
2006,functional
62388,functional
47949,functional
23075,functional
54591,non functional
4415,functional
18438,non functional
47227,non functional
32803,functional
61007,functional
65713,non functional
4149,non functional
12758,non functional
13084,functional
35610,non functional
54093,non functional
42439,functional
40534,functional
46477,functional
63169,functional
4545,functional
67788,non functional
70091,functional
53996,functional needs repair
17796,non functional
55847,functional
64785,non functional
26140,non functional
56381,functional
68966,functional
51300,functional
51757,functional
65640,functional
21027,non functional
53724,non functional
26908,functional
25652,functional
71040,functional
53348,functional
19782,functional
36271,non functional
26541,functional
70464,non functional
59058,non functional
56509,non functional
50996,functional
70413,functional
19540,functional
17886,functional
2095,non functional
61538,functional
65494,functional
45491,functional
37220,functional
54218,functional
59686,functional
31393,functional
55054,non functional
21958,non functional
66499,non functional
69750,non functional
40828,functional
10927,functional
52853,functional
20436,non functional
2178,functional
70197,functional
42000,functional
58941,functional
61707,functional
28955,non functional
61906,functional
48164,functional
45217,functional
56244,functional
66945,non functional
20655,functional
7924,non functional
19171,functional
65349,functional
40561,non functional
1023,non functional
1508,non functional
26647,non functional
70445,non functional
50199,functional
26964,functional
32219,non functional
16046,functional
15737,non functional
72539,functional
67393,functional
29013,functional
23734,functional
73315,non functional
31537,functional
6953,functional
41659,functional
4867,non functional
21370,functional
65133,non functional
9373,non functional
17907,non functional
71828,functional
72894,functional
41582,non functional
46838,functional
70576,functional
23323,functional
3973,functional
65816,functional
43626,non functional
66966,functional
24844,functional
73066,non functional
67978,functional
13443,functional
32444,functional
8155,non functional
18982,functional
24533,functional
27856,functional
56866,functional
58445,non functional
41621,functional
63893,non functional
11225,functional
20613,non functional
39516,non functional
8756,functional needs repair
10638,non functional
50885,functional
30237,non functional
41182,functional
10502,functional
50223,functional
10319,functional
21019,functional
34756,non functional
57777,functional
56844,non functional
64906,functional
32519,non functional
63082,functional needs repair
15477,functional
13846,non functional
51835,non functional
3452,non functional
27034,functional
8371,functional
34995,functional
67500,non functional
18893,functional
8503,functional
62636,functional
46592,functional
30362,functional
29200,non functional
48207,functional
5169,functional
10865,functional
48994,functional
27483,functional
4802,functional
6024,functional
52999,functional
12513,functional
50674,functional
49108,non functional
72224,functional
13828,functional
61051,non functional
43717,non functional
66773,functional
52059,functional
14014,non functional
33098,functional
18004,functional
49510,functional
33775,functional
59126,functional
60508,functional
69680,functional
32334,functional
49944,functional
37219,functional
34876,functional
6160,functional
14998,non functional
51635,functional
25806,non functional
28063,functional needs repair
24315,functional
19994,functional
14533,functional
22102,non functional
55097,functional
52399,functional
21410,non functional
50788,non functional
30143,non functional
31438,functional
50605,functional
38138,non functional
37714,functional
12458,functional
63847,non functional
38941,non functional
58006,functional
3701,non functional
63176,functional
32907,functional
63884,functional
22345,functional needs repair
58020,functional
6689,non functional
26308,non functional
14398,functional
14818,functional
6353,functional
43839,non functional
2840,functional
59264,functional
8560,non functional
21778,non functional
1718,functional
67618,non functional
66982,functional
48558,functional
44952,functional
68081,functional
7118,functional
53226,functional
72612,functional
15657,functional needs repair
15032,functional
71183,non functional
47231,functional needs repair
59893,functional
18294,functional
2375,functional
24452,non functional
60068,functional
22177,functional
15599,functional
58770,non functional
33128,functional
6079,non functional
13266,functional
35442,non functional
61825,non functional
41385,functional
4520,non functional
69554,non functional
26582,non functional
45162,non functional
51277,non functional
19496,functional
70560,non functional
22059,functional
20955,functional
20485,non functional
66852,functional
6978,functional
48612,functional
71666,non functional
24170,functional
17850,functional
43902,non functional
56723,non functional
64536,functional
1233,functional needs repair
42143,functional
40374,functional
32954,functional
68984,functional
11978,functional
65189,non functional
16038,non functional
28449,functional
56904,non functional
64601,functional
72436,functional
6144,functional
70599,non functional
70655,non functional
43023,functional
65545,functional
31000,functional
26482,non functional
25686,non functional
15651,functional
19192,functional
73785,functional
2125,non functional
65140,functional
29595,functional
5306,functional
45147,functional
39443,functional
47769,functional
29520,non functional
69998,functional
34484,functional
71981,functional needs repair
51469,functional
17422,functional
23257,non functional
15856,functional
228,non functional
35713,functional
54385,functional
65399,non functional
5863,non functional
49266,functional
24312,non functional
68374,functional
55651,non functional
52250,functional
74244,non functional
61104,non functional
19955,functional
43510,functional
41099,functional
51305,functional
71832,functional
24812,functional
57060,non functional
3193,functional needs repair
20040,non functional
682,non functional
47417,non functional
9536,functional
56423,non functional
4770,non functional
10926,non functional
70775,non functional
3344,functional
7940,functional
41872,functional
14226,functional
1084,non functional
29695,non functional
53357,functional
38502,functional
45263,functional
11664,functional
45951,functional needs repair
31956,functional
72722,non functional
1457,functional
58604,non functional
10150,non functional
13140,functional
4158,functional
33365,non functional
2512,non functional
3792,functional
41158,functional
49470,functional
45060,non functional
61264,non functional
42048,non functional
52317,non functional
26066,non functional
5082,functional
39794,non functional
282,functional
13617,non functional
70883,functional
46582,non functional
18763,functional
13744,functional
71273,non functional
2447,functional
74063,functional
33761,non functional
73129,non functional
38438,non functional
66706,non functional
71117,functional
7078,functional
519,functional
55708,non functional
38509,functional
57945,non functional
27176,functional
68377,non functional
849,functional
47114,functional
41438,functional
21111,functional
37406,functional
10498,functional
34231,non functional
56341,functional
18051,non functional
35331,functional
58056,functional
61167,non functional
4920,non functional
40357,non functional
43318,non functional
21087,functional
68111,non functional
11661,non functional
16322,functional
49232,non functional
54765,non functional
71388,functional
18604,non functional
44350,functional
62598,non functional
43591,non functional
51885,functional
13290,functional
12485,non functional
1968,functional
62032,functional
13395,functional
27384,functional
50484,non functional
23050,non functional
31156,non functional
32559,non functional
70435,non functional
22655,functional
44573,functional
9332,functional
46413,functional
6930,functional
7830,non functional
30613,non functional
2715,non functional
1873,functional
69719,non functional
31230,functional
57424,non functional
20682,non functional
23566,non functional
38271,functional
47572,functional
71841,functional
73967,functional
60861,non functional
20526,functional
38337,non functional
20014,functional
57709,functional
19588,functional
27587,non functional
9984,non functional
70608,functional
64499,functional
38582,functional
359,non functional
11158,functional
37242,functional
71892,non functional
18826,functional
42859,non functional
52768,functional needs repair
34690,functional
28004,functional
45813,non functional
56875,non functional
14917,functional
30105,functional
12955,functional
44032,non functional
53634,non functional
13922,functional
67888,functional
24970,functional
47673,functional needs repair
12015,non functional
20259,functional
24333,non functional
48864,non functional
3186,functional
40617,non functional
39727,non functional
26524,functional
49963,non functional
33392,functional
65604,functional
25439,non functional
32689,functional
39346,functional
44111,functional
48509,non functional
58191,non functional
38311,functional
32588,functional
51097,functional
21616,functional
1546,non functional
50592,functional needs repair
15153,functional
60451,functional
39092,non functional
44066,functional
44259,functional
1984,functional
61682,non functional
59320,functional
62678,non functional
2798,non functional
54555,functional
46806,non functional
67541,functional
65284,functional
31265,non functional
34288,non functional
38812,non functional
14868,non functional
64873,functional
22140,functional
11260,functional
62930,functional
36875,non functional
66406,non functional
12160,functional
60923,functional
41028,non functional
72710,functional
51571,functional
32839,non functional
10978,non functional
30879,non functional
67002,functional
60951,non functional
1889,functional
51701,functional
59284,functional needs repair
26460,functional
23917,functional
19445,functional
20634,non functional
48271,functional
39770,functional
12535,functional
9948,functional
50686,functional
35931,functional
14955,functional
48997,functional
71077,functional needs repair
26013,non functional
12541,non functional
10225,functional needs repair
48523,non functional
44597,non functional
18030,functional
67297,functional
18418,non functional
8365,non functional
31248,functional
49370,functional
55014,non functional
10408,non functional
22728,functional
57343,functional
42461,functional
73501,functional
32679,non functional
52750,functional
51655,non functional
43087,non functional
66847,functional
32537,functional
54168,functional needs repair
45987,non functional
17470,non functional
46205,non functional
37807,non functional
9963,functional
72385,non functional
36930,functional
29101,functional
26414,functional
48369,non functional
13017,non functional
49421,non functional
21523,functional
67645,functional
50154,functional
62378,non functional
47337,functional
44517,functional
52483,non functional
60224,functional
23021,non functional
69858,functional
29599,functional
64096,functional
18671,non functional
3281,functional
72728,functional
15987,functional
73993,functional
17644,functional
37494,functional
47009,functional
71115,non functional
12145,functional
28083,non functional
37806,functional
51762,functional
1639,functional
17981,non functional
18042,functional
25894,functional
18132,functional
9731,functional
10333,non functional
396,non functional
25433,functional
11399,functional
31007,non functional
18822,non functional
27827,non functional
47700,non functional
14193,functional
46699,non functional
49699,non functional
72914,functional
24535,functional
49846,non functional
27110,functional
29828,non functional
73173,non functional
59807,non functional
30737,non functional
50319,functional
27267,functional
54308,non functional
41628,non functional
56360,non functional
16622,functional
43432,non functional
44404,functional
50354,non functional
68698,functional
3977,functional
40031,functional
23191,functional
59440,non functional
53544,non functional
57825,functional
35534,functional
30093,functional
59732,functional
50472,functional
63806,functional
11743,non functional
27778,non functional
4460,functional
45776,functional
46743,functional
68878,functional
20967,non functional
59833,non functional
53635,non functional
45831,non functional
59065,non functional
8700,functional
6965,non functional
56369,functional
74106,functional
23763,non functional
38235,functional
51342,non functional
29236,functional
8314,functional
38335,non functional
42494,non functional
25358,non functional
52693,functional
66427,functional
20769,functional
24754,functional
3797,non functional
53859,functional
27206,functional
58407,non functional
13374,non functional
11028,functional
38930,functional
26982,functional
14778,functional needs repair
51587,functional
17015,non functional
25028,non functional
35293,functional
8068,non functional
73052,non functional
51753,non functional
15035,functional
60817,non functional
55374,non functional
10096,functional
12074,functional
50198,non functional
33773,functional
6287,non functional
16222,functional
13418,non functional
243,functional
5673,functional
38441,non functional
57081,non functional
14525,functional
13389,functional
65683,functional
21136,functional
34199,functional
25206,functional needs repair
55334,functional
30168,functional
19998,functional
27760,non functional
70205,functional
32421,functional
40287,functional
4537,functional
46300,functional
49063,functional
73414,functional
54220,non functional
2838,functional
46979,non functional
34307,functional needs repair
36899,functional
27797,non functional
48131,functional
70738,functional
56821,functional
35203,functional
67513,functional
48623,non functional
48526,non functional
71696,functional
507,functional
7283,functional
3421,non functional
15585,functional
44581,functional
72733,functional
46120,non functional
29358,functional
5664,functional
2285,non functional
5661,functional
47657,functional
40777,non functional
23177,functional
62023,functional
46834,non functional
54573,functional
2311,functional
36977,functional
62283,functional
62935,functional
28008,non functional
60373,functional
34523,non functional
46550,non functional
12068,functional needs repair
4365,functional
49342,functional
6418,functional
33741,functional
53296,non functional
74206,functional
17681,functional
58387,functional
33887,functional
35848,functional
13667,functional
38183,functional
61501,functional
16185,non functional
69225,functional
7730,non functional
64895,non functional
496,non functional
42433,functional
32757,functional
16856,non functional
3503,functional
73404,non functional
25092,functional needs repair
56114,functional
67755,non functional
59292,functional
27131,non functional
36880,functional
29934,non functional
61140,functional
6375,non functional
57413,functional
52719,functional
45534,functional
57626,non functional
1523,functional
62801,functional
11025,functional
66579,functional
42099,functional
68278,functional
20349,functional
18762,functional
67374,functional
27139,non functional
21420,functional
52382,non functional
55389,functional
41881,non functional
20879,functional
39134,functional
35813,functional
32770,non functional
9903,functional
37475,functional
3618,functional
31199,non functional
1018,functional
57876,non functional
44128,functional
22587,functional
1143,functional
48065,functional
13308,non functional
35288,functional
60567,functional
46380,functional
36502,functional
73978,non functional
19960,non functional
22394,functional
49214,functional needs repair
23581,functional
58744,functional
18540,functional
37429,non functional
11726,non functional
24187,functional
25907,non functional
68307,non functional
36577,non functional
5752,non functional
17460,functional
24211,non functional
64039,functional
35159,non functional
36922,non functional
1228,non functional
14928,functional
31814,functional
38492,functional
8754,functional needs repair
68130,non functional
19092,non functional
36898,functional
48574,non functional
54791,functional
57644,non functional
43217,functional
14922,functional
64775,functional needs repair
59160,functional
38141,functional
51518,functional
43481,functional
36632,functional
4347,non functional
57963,functional
73460,functional
26874,functional
45280,functional
50748,non functional
33993,non functional
11535,functional
13028,functional
39580,non functional
66084,non functional
72376,functional
63494,functional
5560,functional
53309,non functional
17248,functional
38848,functional
29171,functional
12765,functional
72042,non functional
45045,functional
30553,functional needs repair
15746,non functional
71754,non functional
26176,non functional
40403,functional
64029,functional needs repair
56238,non functional
52432,functional
38677,non functional
2448,functional
73548,functional
51078,functional
27549,functional
886,functional
62399,functional
70385,non functional
60247,non functional
48622,functional
43977,functional
2609,functional
66087,non functional
63428,functional
57506,functional
31307,non functional
51965,non functional
9288,functional
68778,non functional
22485,functional
57533,functional
6589,non functional
4402,non functional
33976,non functional
24206,functional needs repair
16883,functional
68280,functional
60751,non functional
57895,non functional
73433,functional
59045,functional needs repair
62351,non functional
32272,functional
34754,functional
8809,functional
35885,functional
39827,non functional
63158,functional
28801,non functional
52813,functional
21457,non functional
17610,functional
4984,functional
37979,functional
62974,functional
47204,non functional
57616,non functional
35329,non functional
10767,functional
39234,functional
28022,functional
19427,functional
57156,functional
25669,non functional
71153,functional
43875,functional
3448,functional
9629,functional
17846,functional
22620,functional
2246,functional
28894,non functional
46489,functional
39041,non functional
65364,functional needs repair
7226,non functional
2650,functional
7706,non functional
23147,non functional
4797,functional
23043,functional
13339,functional
4229,functional needs repair
15853,non functional
4180,functional
15068,functional
35611,functional
32401,functional
4110,functional
62206,functional
23600,functional
35239,non functional
18252,functional
18152,non functional
21850,functional
47509,functional
13585,functional
16501,functional
9576,functional
39351,non functional
40022,functional needs repair
11435,functional
26631,functional
21565,functional
40163,functional
13859,functional
50767,functional
1932,functional
15282,functional
73231,functional
36347,non functional
22076,non functional
32903,functional
31789,functional
67095,functional
41894,functional
9150,functional
24822,non functional
40477,non functional
43193,functional
33377,non functional
5889,functional
68402,non functional
11690,non functional
9583,non functional
14643,functional
33152,non functional
45285,non functional
11776,non functional
21082,functional
11224,non functional
708,functional
24269,non functional
66094,functional
29402,non functional
2132,functional
31876,functional
24888,functional
17297,functional
63391,functional
65405,functional needs repair
27306,functional
53792,functional
33760,non functional
36858,functional
21982,non functional
47898,non functional
45931,functional
24282,non functional
57867,non functional
2268,functional
42870,functional
51026,functional
69496,non functional
46258,non functional
53653,functional
8511,non functional
6437,non functional
45277,functional
53647,functional
45297,functional
12871,non functional
73567,functional
37196,non functional
33031,functional
50322,non functional
38362,functional
48934,functional
50098,functional
25161,functional
69627,functional
37050,functional
40161,functional
8596,functional
17636,functional
14577,functional
56393,functional
12822,functional needs repair
41075,non functional
37885,non functional
68842,functional
66015,functional needs repair
21780,functional
6796,non functional
56069,functional
54247,functional
40874,functional needs repair
27638,non functional
57276,non functional
15827,functional
59544,functional
46615,functional
68917,non functional
32281,non functional
20795,functional
3775,functional
56610,functional
14626,non functional
58335,functional
27434,non functional
45224,functional
21863,functional
13646,non functional
45316,functional
39015,non functional
62036,non functional
19035,non functional
46630,functional
15059,functional
32074,functional
39871,functional
32047,functional
9958,non functional
38679,functional
67067,non functional
45840,non functional
71345,functional
28783,functional needs repair
56300,functional
25363,functional
57254,non functional
4852,functional
37650,functional
37830,functional
55583,functional
47834,non functional
33053,functional
40053,functional
35615,functional
41935,functional
53719,functional
42782,functional
24343,functional
44635,non functional
46200,functional
31185,functional
16460,functional
17353,functional
5891,functional
24375,non functional
5203,non functional
62385,functional
56459,non functional
29879,functional
51522,functional
35245,non functional
40141,non functional
4870,functional
29726,functional
43211,functional
62320,non functional
49299,functional
35963,non functional
24820,functional
31300,functional
47524,functional
3102,functional
65536,functional
61221,functional
72699,functional
67398,functional
13994,functional
27826,functional
1379,functional
2681,non functional
53171,functional
2389,functional
55799,non functional
59952,functional needs repair
13243,non functional
52845,functional
7141,functional
36793,functional
28913,non functional
22001,functional
38907,functional
11162,functional
31701,functional
19800,functional
68622,functional
36197,non functional
41645,functional
41299,functional
63689,non functional
64196,non functional
3309,non functional
60962,functional
69933,functional
58960,functional
52915,functional
24332,non functional
46346,functional
73840,non functional
20540,functional needs repair
25032,functional
55800,functional
30448,non functional
31637,functional
57334,functional needs repair
19040,non functional
16127,non functional
18166,non functional
37428,functional
60465,functional
38724,functional
56443,functional
13307,non functional
40329,functional
845,functional
36907,functional
39583,functional
29041,functional
57528,non functional
33196,functional
14740,functional
52667,non functional
403,functional
59130,non functional
45426,non functional
66786,functional
53110,functional
12745,functional
26571,functional
21083,functional needs repair
55246,non functional
23085,functional
41860,functional
65999,functional
4741,non functional
8189,non functional
45623,functional
51651,non functional
3575,functional
73396,non functional
70645,non functional
55369,non functional
16473,functional
68346,functional
9481,functional
21439,non functional
835,functional
24667,functional
64713,non functional
35303,non functional
62990,functional
40591,functional
15240,functional
36088,non functional
18110,functional
2314,non functional
14209,functional
44542,functional
16684,functional
18841,functional
12368,non functional
60453,non functional
66939,functional
69334,functional
50057,functional
59836,non functional
44365,functional
23168,non functional
27877,non functional
23909,functional
15424,functional
46084,functional
26292,non functional
28159,functional
57935,functional
48599,non functional
768,functional
62438,functional
27414,functional
46750,functional
16436,non functional
32535,functional needs repair
41758,functional
66899,functional
24670,functional
31459,functional
66195,non functional
54881,functional
52075,non functional
41587,functional
60141,functional
41043,functional
43950,functional
48121,functional
65965,functional
70664,functional
4887,functional
62128,functional
62993,functional
54823,functional
67336,functional
11461,functional
6405,functional
3604,non functional
13496,non functional
69465,functional
52159,functional needs repair
62523,functional
12909,non functional
9031,functional
38142,functional
9976,functional
12457,functional
83,functional
41441,functional
37002,functional
14445,functional
49312,functional
37763,functional
18581,functional
17791,functional
37664,functional
55316,non functional
67418,non functional
62465,functional
8682,functional
18905,functional
8129,functional needs repair
6490,functional
58222,non functional
26087,functional
54721,non functional
2986,non functional
62250,functional
13215,functional
40638,functional
52286,functional
56328,functional
66140,non functional
73270,functional
46918,functional
37800,non functional
42236,functional
57022,functional
32769,functional
60417,non functional
18381,functional
45799,functional
16607,functional needs repair
34727,non functional
65469,functional
44913,functional
50367,non functional
50806,functional
40770,functional
3166,functional
43932,functional
9054,functional
3088,functional
55589,functional
56199,functional
43749,functional
70409,non functional
47010,non functional
30427,functional needs repair
31052,non functional
14338,non functional
53535,non functional
54524,functional
34913,non functional
70918,functional
55805,functional
46480,functional
6477,non functional
68683,non functional
64153,functional
5836,functional
47654,functional
47513,functional
70105,functional
65915,functional
72961,functional
20292,functional
9641,non functional
43467,functional
34468,non functional
24910,functional
59441,functional
73772,non functional
67356,functional
5377,functional needs repair
56133,non functional
38004,functional
65662,non functional
68465,functional
9610,non functional
13502,functional
53131,non functional
43862,functional
41294,functional
29623,functional
73956,non functional
69743,functional
54200,functional
24857,non functional
46305,functional
26411,functional
62264,functional
31079,non functional
43949,functional
10433,functional
26672,functional
21265,functional
10059,functional
60084,non functional
53252,non functional
32035,functional
72898,non functional
34460,non functional
68561,functional
20908,non functional
34485,non functional
58522,functional
19340,functional
24072,functional
1597,functional
21617,non functional
4294,non functional
62458,functional
60703,functional
54351,functional
3655,non functional
52100,functional
35989,functional
34759,functional
55209,non functional
21606,functional
20748,functional
73003,non functional
29246,functional
29896,functional
30122,functional
37159,functional
62494,non functional
54202,functional
60549,functional
63553,non functional
13980,non functional
56243,functional
23544,functional
73601,functional
13232,non functional
24549,functional
49792,non functional
36789,non functional
40035,functional
70871,functional
53126,functional
57744,functional
30902,functional
40155,non functional
55484,functional
12965,functional
1862,non functional
9531,functional
21824,functional
63103,functional
66838,functional
39758,functional
15287,functional
14628,non functional
12434,functional
39114,non functional
26802,functional
17956,functional
9652,functional
73221,functional
30495,functional
25095,non functional
37362,functional
30853,functional
37450,functional
7709,non functional
71149,functional
65429,non functional
2279,non functional
58659,non functional
56347,functional
48037,non functional
304,functional
60334,non functional
35035,functional
1632,functional needs repair
68282,non functional
52597,non functional
2155,functional
56324,functional
53263,functional needs repair
66283,functional
68297,functional
66942,non functional
408,functional
40180,functional
16240,functional
24437,non functional
6210,functional
65242,functional
24615,functional
55748,non functional
10808,functional
49461,functional
10187,non functional
30169,non functional
45003,non functional
29475,non functional
67368,functional
65354,functional
59864,functional
36107,non functional
17670,non functional
45099,functional
33315,non functional
1798,functional needs repair
15625,non functional
71041,non functional
14802,functional
70723,functional
36579,functional
55771,functional
11291,functional
53452,functional
73294,functional
42193,functional
22069,functional
32094,functional
33954,functional
65569,non functional
14971,non functional
53392,functional
38014,functional
47887,functional
427,functional
47187,non functional
57770,functional
35802,non functional
5807,functional
29766,functional
69039,non functional
25933,functional
71281,functional
66591,non functional
44836,functional
70648,non functional
24112,functional
53139,functional needs repair
16115,functional
12360,functional
10119,non functional
6607,functional
17198,functional
57604,functional
15591,functional
35030,functional
1602,non functional
44175,non functional
34772,functional
60568,non functional
30334,non functional
46063,non functional
68082,functional
51738,non functional
263,functional needs repair
34532,functional
18645,non functional
1137,functional
8187,non functional
59135,functional
23404,non functional
33150,functional
18511,functional
73329,non functional
73192,functional
67741,functional
43292,non functional
72788,non functional
61551,non functional
17789,functional
40009,non functional
33599,functional
18995,non functional
42047,non functional
67141,functional
1661,functional
54893,functional
46857,functional
47355,functional
71793,non functional
43387,functional
44743,functional
33357,functional needs repair
21868,non functional
29768,non functional
42053,non functional
26585,functional
41862,functional
37361,non functional
41897,functional
42244,functional
55338,functional
3315,functional
62411,functional
44380,functional
67518,functional
14299,functional
49562,non functional
56390,functional
6721,non functional
45466,functional
34430,non functional
25314,non functional
14119,functional
8218,functional
58826,non functional
3347,non functional
65209,non functional
15149,non functional
58611,non functional
48750,non functional
35674,functional
41961,non functional
48812,functional
60551,functional
42318,functional
17295,non functional
3024,functional
31612,functional needs repair
19598,functional
71357,functional
56135,functional
64604,non functional
25672,non functional
44392,non functional
48738,non functional
58474,functional
37377,functional
40319,non functional
38029,non functional
53170,functional
50190,functional needs repair
66802,non functional
74030,non functional
14612,non functional
39928,non functional
7471,functional
48430,non functional
34984,functional
8786,non functional
2751,non functional
60578,non functional
17632,non functional
20077,functional
49407,functional
20427,non functional
71368,functional
71308,functional needs repair
18764,functional
9785,non functional
1743,functional
49976,functional
5142,functional
13224,functional
38073,functional needs repair
35711,non functional
3988,non functional
9205,functional
46171,functional
15001,functional
33206,functional
46425,functional
74099,functional
14041,functional
43989,functional
28795,functional
50777,functional
3325,functional
42215,functional
29920,functional
42826,functional
55212,non functional
39537,functional
43814,functional
58252,non functional
48764,functional
66818,functional
30532,functional
53458,functional
50722,functional
18154,functional
17719,functional
5930,functional
57520,functional needs repair
51351,functional
66807,non functional
43438,functional
20409,non functional
28130,non functional
71135,non functional
30875,functional
9213,functional
33341,non functional
51458,non functional
7648,functional
63666,functional
21366,functional
18911,functional
61076,functional
26404,non functional
38350,non functional
16368,functional
20258,non functional
7859,functional
4405,non functional
13917,functional
37518,functional
16777,functional needs repair
60400,functional needs repair
10073,functional
13350,functional
49688,non functional
13955,non functional
40918,non functional
13226,functional needs repair
58334,functional needs repair
17545,functional
59015,functional
3374,functional
24887,non functional
38209,non functional
46723,functional
62578,non functional
55412,functional
73903,non functional
52049,non functional
5862,functional needs repair
15371,non functional
47621,non functional
21218,functional
71567,functional
65260,non functional
6153,functional
34233,functional
873,functional
24567,functional
20024,functional
46539,functional
14635,non functional
29072,functional
35356,functional
936,functional
68838,non functional
69715,non functional
21190,functional
32469,functional
73330,non functional
56572,non functional
69285,functional
2874,functional
16767,non functional
59037,functional
9209,functional
48673,non functional
11376,functional
63473,functional
33718,functional
64374,functional
20557,functional
63068,non functional
40865,functional
247,non functional
22514,non functional
69849,non functional
33102,non functional
30549,non functional
16753,functional
71400,non functional
33403,functional
21798,functional
20721,functional
32707,functional
2923,non functional
67831,non functional
59754,functional
35196,functional
26403,functional
38262,functional
47746,functional
15274,functional
31525,non functional
60960,functional
65784,functional
62754,functional needs repair
29093,functional
34854,functional needs repair
48681,functional
10776,functional
6743,functional
45227,functional
30267,functional
23140,non functional
57490,functional
4504,functional
19727,functional
71984,functional
43209,functional
72753,functional
61572,functional
18543,functional
56348,functional needs repair
66707,non functional
7133,functional
46267,functional needs repair
68267,functional
37601,non functional
31118,functional
54582,non functional
50499,functional
73245,non functional
43554,functional
44886,functional
58787,functional
65470,functional
66541,non functional
62766,non functional
29942,functional
65418,non functional
36825,functional
24795,functional
34639,functional
25307,non functional
6492,non functional
71237,functional
14515,functional
12655,functional
9102,functional
55517,functional needs repair
57681,functional
7417,functional needs repair
4109,functional
23934,functional
61236,non functional
69600,functional
7298,non functional
53236,non functional
45783,non functional
60624,functional
1003,functional
68752,functional needs repair
63430,functional
50781,functional
73116,non functional
55839,functional
36337,functional
60805,non functional
39460,functional
8652,functional
2082,functional
33838,functional
30167,functional
58613,non functional
59808,non functional
40549,non functional
51032,functional needs repair
4970,non functional
31718,non functional
7448,functional
33039,non functional
18162,functional
54947,functional
25673,non functional
7034,functional
39121,functional
16592,functional
58164,non functional
11108,non functional
57046,functional
65501,functional
15535,functional
39945,non functional
62107,functional
19229,functional
18398,non functional
60414,functional
22608,functional
72902,functional
14785,functional
56454,functional
31862,functional
68861,functional
2418,functional
74010,functional
63813,functional
27645,non functional
73011,functional
9092,non functional
